"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Louisiana Tech",65.832,297,64.5758,323,106.745,163,108.97,138,103.976,115,105.443,142,3.52645,128
"2025","Louisville",69.0621,120,68.9615,89,113.204,44,118.167,30,100.437,49,96.4633,26,21.7037,27
"2025","Loyola Chicago",67.3536,210,67.0664,201,106.89,158,107.915,150,101.973,73,102.865,95,5.05059,106
"2025","Loyola Marymount",68.4097,160,67.2873,187,102.687,258,104.231,221,105.329,156,103.885,109,0.346604,157
"2025","Loyola MD",66.6936,251,66.6614,217,102.754,257,100.603,288,107.656,214,112.958,304,-12.3553,305
"2025","LSU",69.474,93,68.0363,137,104.802,207,109.202,133,104.851,148,100.555,65,8.64622,89
"2025","Maine",66.4832,259,66.0448,257,103.534,239,100.199,296,100.436,48,104.752,127,-4.55275,219
"2025","Manhattan",67.4892,205,67.7661,153,110.542,82,109.008,135,109.173,253,115.224,327,-6.2166,240
"2025","Marist",64.1908,346,64.1831,332,101.438,285,97.3084,333,99.2476,30,106.392,162,-9.08323,273
"2025","Marquette",68.1208,174,67.575,164,111.774,63,117.497,35,100.576,53,96.4102,24,21.0864,29
"2025","Marshall",68.9147,128,68.7887,100,108.116,135,106.588,184,104.489,135,106.859,172,-0.271888,168
"2025","Maryland",70.4267,54,69.539,64,115.074,27,118.927,22,94.7111,5,91.6763,6,27.2504,10
"2025","Maryland Eastern Shore",67.4384,208,65.7254,276,94.4018,355,95.9694,342,117.571,355,118.572,357,-22.603,358
"2025","Massachusetts",70.7115,47,70.3656,45,100.426,306,102.262,253,105.373,158,106.844,171,-4.58163,220
"2025","McNeese",65.8708,295,65.7807,273,113.416,42,114.129,66,98.137,19,99.936,58,14.1927,58
"2025","Memphis",71.2415,35,70.8457,28,111.02,76,113.421,73,102.015,76,98.236,43,15.1851,52
"2025","Mercer",71.5554,25,71.1581,21,101.569,281,99.3636,303,106.134,175,107.355,186,-7.99174,260
"2025","Mercyhurst",64.4834,341,64.8142,316,100.606,304,98.9383,315,110.069,277,116.783,343,-17.8444,343
"2025","Merrimack",64.6729,334,64.5657,324,101.032,295,100.009,297,98.6836,25,102.186,87,-2.17656,185
"2025","Miami FL",67.596,197,67.5412,168,108.641,123,113.572,72,118.481,359,116.215,339,-2.64347,193
"2025","Miami OH",70.1227,66,69.062,84,110.45,84,108.21,146,104.057,121,107.031,178,1.17878,147
"2025","Michigan",70.6414,49,69.8266,58,109.887,96,116.999,39,100.294,44,93.5749,13,23.4239,20
"2025","Michigan St.",69.1608,112,67.5316,170,112.722,50,118.8,25,96.5211,12,90.4016,5,28.3988,7
"2025","Middle Tennessee",68.8716,135,68.3933,118,106.476,169,109.221,131,104.496,138,105.27,135,3.95075,121
"2025","Milwaukee",69.4035,100,68.7973,98,109.867,97,107.677,154,103.881,112,105.432,140,2.24512,140
"2025","Minnesota",63.7746,355,62.7592,357,104.661,214,110.544,103,107.342,203,101.593,79,8.95056,87
"2025","Mississippi",69.3289,103,68.1065,131,111.069,72,118.805,24,102.603,84,95.5286,21,23.2759,21
"2025","Mississippi St.",69.6115,90,68.25,126,113.077,46,118.914,23,105.335,157,98.9568,47,19.9569,33
"2025","Mississippi Valley St.",66.1353,281,64.8987,311,79.3707,364,82.7999,364,124.642,364,124.927,364,-42.1275,364
"2025","Missouri",69.8016,86,68.5449,111,119.411,7,124.357,8,105.014,151,100.878,69,23.4786,19
"2025","Missouri St.",64.3138,344,63.8983,343,101.813,279,101.354,274,108.803,242,107.544,188,-6.1896,239
"2025","Monmouth",67.346,212,67.1629,194,103.398,243,104.028,225,110.425,286,112.626,293,-8.59777,268
"2025","Montana",67.4911,203,67.2008,191,111.128,71,110.67,99,110.703,290,110.623,251,0.0469904,163
"2025","Montana St.",66.5503,257,65.9605,263,106.068,176,105.255,210,106.038,171,107.564,189,-2.30961,190
"2025","Morehead St.",64.8781,328,64.0944,335,98.1713,327,97.8621,328,106.965,196,112.565,291,-14.7031,328
"2025","Morgan St.",71.6944,23,70.5268,35,104.769,210,101.753,268,113.811,337,117.187,347,-15.4339,331
"2025","Mount St. Mary's",67.4896,204,67.6904,158,101.376,288,101.028,281,103.154,99,107.318,185,-6.28993,242
"2025","Murray St.",65.2865,315,64.9206,308,105.559,185,106.774,180,104.676,143,104.623,125,2.15142,142
"2025","N.C. State",65.8098,298,65.3454,291,105.159,197,107.623,156,106.977,197,104.01,112,3.61255,126
"2025","Navy",66.7402,249,67.0679,200,104.692,213,102.402,251,106.278,178,111.634,270,-9.23189,276
"2025","Nebraska",68.8624,138,67.5223,171,107.609,144,113.68,70,104.015,117,98.3428,45,15.3371,50
"2025","Nebraska Omaha",68.8795,134,67.6186,162,111.596,66,111.04,97,110.498,288,111.119,259,-0.0793516,165
"2025","Nevada",64.838,330,63.9427,339,110.445,85,112.799,77,104.417,132,103.14,96,9.65913,78
"2025","New Hampshire",68.4333,157,67.4618,175,94.91,351,93.9416,355,112.391,323,115.613,332,-21.6711,355
"2025","New Mexico",72.5288,13,72.3895,7,108.399,125,112.916,75,96.9095,14,95.2706,19,17.6451,41
"2025","New Mexico St.",66.2105,275,64.9437,305,101.954,275,104.389,220,100.836,60,101.578,78,2.8106,133
"2025","New Orleans",69.5396,91,69.252,73,96.946,337,99.7555,301,117.949,357,117.573,350,-17.8175,341
"2025","Niagara",64.7793,331,65.1679,297,102.965,253,101.277,278,109.539,265,115.369,328,-14.0918,322
"2025","Nicholls",68.2537,165,68.2321,129,104.731,212,106.059,198,104.14,124,106.309,156,-0.249977,167
"2025","NJIT",66.8283,242,66.5948,221,95.1264,349,93.3665,358,110.174,282,113.707,309,-20.3406,353
"2025","Norfolk St.",67.3343,215,66.4168,229,110.083,93,107.549,157,105.91,169,109.173,223,-1.62399,178
"2025","North Alabama",67.2388,219,66.824,213,114.659,34,111.153,96,104.632,142,106.933,174,4.22053,116
"2025","North Carolina",70.7413,46,70.5955,34,113.475,41,119.222,21,104.857,149,98.9789,48,20.2432,32
"2025","North Carolina A&T",69.1415,114,69.1454,76,98.1718,326,97.084,334,111.172,300,113.573,308,-16.4888,335
"2025","North Carolina Central",68.8686,136,66.9149,209,105.527,186,102.882,244,112.772,329,117.265,348,-14.3835,324
"2025","North Dakota",70.3433,56,69.1122,79,108.581,124,107.771,151,116.821,354,116.098,337,-8.32652,265
"2025","North Dakota St.",66.5674,256,64.9979,301,119.11,8,115.444,56,112.333,322,112.854,299,2.59003,135
"2025","North Florida",72.6177,10,72.275,10,110.185,90,109.454,126,116.681,353,117.929,353,-8.47519,267
"2025","North Texas",61.1375,362,60.7284,362,110.79,78,109.619,119,98.8722,28,98.161,42,11.4577,69
"2025","Northeastern",67.143,225,67.4383,177,104.504,217,103.747,228,104.021,118,107.577,190,-3.83058,209
"2025","Northern Arizona",67.0738,227,66.88,210,108.158,132,104.764,216,109.357,258,111.763,272,-6.99913,251
"2025","Northern Colorado",68.8847,132,68.8185,95,114.167,38,112.26,86,106.875,192,108.613,210,3.64649,125
"2025","Northern Illinois",70.0837,69,68.943,90,94.9907,350,94.6209,353,111.994,316,112.461,287,-17.8402,342
"2025","Northern Iowa",65.4295,312,65.3082,294,110.482,83,109.618,120,103.436,103,103.603,101,6.01523,102
"2025","Northern Kentucky",66.8078,245,66.2113,244,103.945,227,103.027,240,106.757,191,108.189,202,-5.162,229
"2025","Northwestern",66.1241,283,65.1121,298,108.14,134,114.285,63,103.122,97,97.4527,39,16.8324,45
"2025","Northwestern St.",64.167,349,64.039,336,101.322,289,103.041,239,107.035,199,107.805,195,-4.76402,223
"2025","Notre Dame",65.3879,313,64.8273,314,107.991,137,111.335,94,107.969,225,104.477,122,6.85802,97
"2025","Oakland",64.6473,336,63.9575,337,106.699,166,107.541,158,109.022,251,108.336,204,-0.794744,174
"2025","Ohio",71.5098,27,70.3871,43,109.601,101,106.427,190,107.396,208,109.17,222,-2.74366,196
"2025","Ohio St.",68.573,148,67.158,195,111.856,62,118.066,31,104.703,144,99.2462,51,18.8196,37
"2025","Oklahoma",69.8812,81,68.6437,108,111.932,61,118.277,29,106.64,187,100.356,59,17.9211,40
"2025","Oklahoma St.",71.9339,20,71.9144,12,101.438,286,108.112,147,106.224,177,101.146,73,6.96601,96
"2025","Old Dominion",66.2495,272,66.1248,250,101.028,296,100.372,292,108.878,245,110.517,250,-10.1449,282
"2025","Oral Roberts",68.1397,170,67.3614,183,103.708,233,102.922,242,119.817,361,117.971,354,-15.0489,330
"2025","Oregon",68.7536,142,67.9895,141,110.324,89,117.501,34,102.045,77,95.8981,23,21.6031,28
"2025","Oregon St.",64.7065,333,63.8357,345,115.529,25,116.37,43,105.748,167,107.145,182,9.22467,82
"2025","Pacific",67.8737,187,66.5286,226,99.4807,314,101.49,273,112.949,331,111.904,276,-10.4139,285
"2025","Penn",67.4681,206,66.9545,207,102.5,264,104.073,222,114.069,340,115.149,325,-11.0765,294
"2025","Penn St.",71.0028,38,70.0066,54,111.221,70,115.105,59,103.625,106,100.989,70,14.1152,59
"2025","Pepperdine",69.2199,111,69.2028,74,103.389,244,106.454,189,111.649,308,110.864,254,-4.40946,216
"2025","Pittsburgh",66.8875,238,66.3412,235,112.416,59,115.762,53,105.436,161,102.315,90,13.4471,62
"2025","Portland",68.9827,124,68.3913,119,102.38,266,105.962,201,115.964,346,114.936,320,-8.97394,270
"2025","Portland St.",68.5341,151,68.5636,110,104.308,221,100.549,289,102.824,88,104.281,118,-3.73182,208
"2025","Prairie View A&M",71.4165,28,70.2743,48,98.0998,328,95.8247,343,114.694,342,117.809,351,-21.9848,357
"2025","Presbyterian",65.495,308,64.4249,329,106.747,162,104.536,219,110.473,287,110.135,243,-5.59903,233
"2025","Princeton",67.9799,180,66.5727,223,106.015,177,105.475,206,106.54,185,106.902,173,-1.42703,177
"2025","Providence",66.6444,254,66.4007,230,106.855,159,112.316,84,108.368,234,105.261,134,7.05593,94
"2025","Purdue",66.4114,265,65.1105,299,117.137,15,124.427,7,106.346,179,99.5546,55,24.8723,16
"2025","Purdue Fort Wayne",70.2879,59,69.8531,57,111.512,68,109.461,125,107.36,205,108.96,217,0.501376,155
"2025","Queens",69.3766,101,68.5409,112,108.284,129,107.085,176,108.785,241,111.147,260,-4.06258,213
"2025","Quinnipiac",71.3907,30,71.7018,14,103.571,236,102.171,254,100.729,57,106.23,155,-4.0592,212
"2025","Radford",64.2504,345,62.8894,356,111.045,74,110.531,104,109.789,271,109.916,238,0.614795,153
"2025","Rhode Island",70.9523,42,70.4917,38,107.507,147,108.075,148,105.027,152,107.59,191,0.485252,156
"2025","Rice",65.8724,294,65.4249,287,106.243,173,106.559,185,106.101,173,108.69,211,-2.13002,183
"2025","Richmond",64.1863,347,63.8399,344,100.064,311,102.976,241,110.724,292,109.451,227,-6.47451,245
"2025","Rider",65.2583,316,64.9183,310,102.675,259,101.866,259,110.291,284,115.149,324,-13.2826,315
"2025","Robert Morris",68.8927,131,67.9682,142,110,94,107.65,155,102,75,104.604,124,3.04536,131
"2025","Rutgers",69.4647,95,68.7814,101,108.852,119,115.509,55,109.7,268,104.27,117,11.2387,72
"2025","Sacramento St.",65.6836,301,65.6346,279,96.4789,340,95.3013,348,111.784,310,113.562,307,-18.2611,348
"2025","Sacred Heart",70.2366,62,70.3103,47,106.704,165,104.852,214,107.37,206,112.921,303,-8.06941,263
"2025","Saint Francis",66.6372,255,67.0264,204,100.325,307,99.8221,299,107.852,219,112.539,290,-12.7173,309
"2025","Saint Joseph's",68.3871,161,68.0995,133,109.105,114,109.789,114,99.6958,36,100.601,66,9.18854,83
"2025","Saint Louis",68.238,166,67.675,160,107.21,154,109.27,130,105.667,164,105.326,137,3.94352,122
"2025","Saint Mary's",63.5059,359,61.6451,359,113.854,40,114.675,62,96.4583,11,92.0938,7,22.5812,26
"2025","Saint Peter's",64.451,342,63.9462,338,98.5721,321,95.0179,352,101.87,70,106.425,163,-11.4073,297
"2025","Sam Houston St.",68.1032,176,67.696,156,105.983,179,110.456,105,111.887,311,111.52,266,-1.06401,176
"2025","Samford",71.3622,32,71.0324,24,113.322,43,112.799,76,106.605,186,108.866,213,3.93361,123
"2025","San Diego",71.7762,22,71.1643,20,97.9916,329,99.4285,302,111.936,314,110.909,256,-11.4806,298
"2025","San Diego St.",66.2757,271,66.2272,243,104.77,209,109.764,116,97.5772,16,94.7884,16,14.9753,54
"2025","San Francisco",69.0388,121,68.0349,138,110.115,92,111.891,89,100.665,56,99.7963,57,12.0943,66
"2025","San Jose St.",66.7726,248,66.5918,222,103.683,234,107.238,173,109.371,259,107.796,194,-0.558181,170
"2025","Santa Clara",70.0824,70,69.0791,83,115.454,26,116.326,44,102.814,87,102.037,85,14.2889,57
"2025","Seattle",67.4975,202,66.0416,258,102.096,273,104.05,224,100.053,39,102.711,94,1.33901,145
"2025","Seton Hall",64.7221,332,64.6013,322,93.9184,358,98.9575,313,106.729,190,102.287,88,-3.32957,203
"2025","Siena",67.587,199,67.307,185,105.265,194,102.844,246,105.073,153,110.382,245,-7.53733,253
"2025","SIUE",67.0219,231,66.0709,255,103.316,247,101.803,261,101.105,63,106.338,158,-4.53505,217
"2025","SMU",69.33,102,68.8032,97,114.839,32,116.247,47,103.113,95,100.872,68,15.3747,49
"2025","South Alabama",63.9755,351,63.183,353,108.642,122,107.748,152,99.6821,35,103.223,97,4.52476,110
"2025","South Carolina",66.8013,246,65.4197,288,103.841,229,110.549,102,106.116,174,99.1299,50,11.4195,70
"2025","South Carolina St.",70.6738,48,69.3048,71,106.523,168,102.659,247,100.565,51,105.142,132,-2.48302,191
"2025","South Dakota",74.99,2,74.7647,2,112.542,53,109.343,129,115.498,345,115.633,333,-6.29087,243
"2025","South Dakota St.",70.0134,74,69.1047,81,112.597,52,109.769,115,107.332,202,107.277,184,2.49202,136
"2025","South Florida",69.8384,85,68.3849,120,104.27,222,103.672,232,107.036,200,106.435,165,-2.76314,197
"2025","Southeast Missouri",68.9952,123,68.9766,88,103.863,228,102.102,255,99.6705,34,105.351,138,-3.24873,202
"2025","Southeastern Louisiana",67.2052,220,67.0032,205,105.276,193,105.025,212,104.333,129,107.252,183,-2.22693,186
"2025","Southern",69.8544,83,68.62,109,100.291,308,99.2135,308,98.5012,22,104.754,128,-5.54072,232
"2025","Southern Illinois",68.0902,177,68.0033,140,105.066,200,105.961,202,109.657,267,108.46,206,-2.49847,192
"2025","Southern Indiana",68.1386,171,67.0762,199,100.821,297,98.452,321,109.06,252,114.945,321,-16.4928,336
"2025","Southern Miss",70.9531,41,70.9358,27,97.7624,331,97.9674,327,106.933,195,108.933,216,-10.9653,293
"2025","Southern Utah",70.0125,75,69.0226,86,95.7726,345,98.1791,324,107.542,209,109.565,230,-11.3855,296
"2025","St. Bonaventure",65.2448,317,64.6859,320,104.854,203,105.364,208,100.296,45,101.409,75,3.95427,120
"2025","St. John's",70.1554,64,69.9369,56,110.352,87,114.211,64,92.3619,2,88.073,2,26.1383,14
